9,99028E-05	92551,893
0,000100384	92063,492
0,000100866	90109,89
0,000101829	90109,89
0,000102311	91086,691
0,000102471	92063,492
0,000102471	90598,291
0,000102471	89133,089
0,000102311	89133,089
0,000103274	88644,689
0,000103755	87667,888
0,000104237	87179,487
0,000105039	87667,888
0,00010536	86202,686
0,000105521	85714,286
0,000106002	88156,288
0,000106645	84737,485
0,000106966	85225,885
0,000107287	83760,684
0,000107929	84249,084
0,00010841	84249,084
0,000108731	84249,084
0,000109052	84249,084
0,000109213	83272,283
0,000109855	83760,684
0,000110176	82295,482
0,000110497	81318,681
0,000110978	79853,48
0,00011146	82295,482
0,000111621	81807,082
0,000111942	80830,281
0,000112263	79853,48
0,000112423	80830,281
0,000113226	80341,88
0,000113547	78876,679
0,000113707	79853,48
0,000113868	80341,88
0,000115152	80341,88
0,000114831	78876,679
0,000115312	80341,88
0,000115473	78388,278
0,000115955	77899,878
0,000116276	77899,878
0,000116757	75457,875
0,000116597	78388,278
0,000117078	80341,88
0,00011772	77411,477
0,00011772	75946,276
0,000118041	74969,475
0,000118844	75946,276
0,000119325	76434,676
0,000119807	75457,875
0,000120128	75946,276
0,000120449	74969,475
0,000120449	73992,674
0,000120931	75457,875
0,000121091	73992,674
0,000121412	74481,074
0,000121573	73015,873
0,000122215	73992,674
0,000122375	73504,274
0,000122696	73504,274
0,000123017	73015,873
0,000123178	73015,873
0,000123338	72527,473
0,000123659	72527,473
0,00012398	72527,473
0,000124301	71062,271
0,000124783	72527,473
0,000124623	72527,473
0,000125104	72527,473
0,000125425	70573,871
0,000125907	71550,672
0,000126067	71062,271
0,000126228	71062,271
0,000126709	72527,473
0,00012687	71062,271
0,000127351	72527,473
0,000127512	70085,47
0,000127833	70573,871
0,000127993	70573,871
0,000128314	70085,47
0,000128796	69108,669
0,000129117	68620,269
0,000129759	69597,07
0,00013008	69108,669
0,000130241	69108,669
0,000130562	68131,868
0,000130883	68131,868
0,000131685	68131,868
0,000131846	67643,468
0,000132167	67643,468
0,000132648	66666,667
0,00013329	67155,067
0,000133611	67155,067
0,000133611	66666,667
0,000133772	66666,667
0,000134254	66666,667
0,000134575	66666,667
0,000134896	66178,266
0,000135217	65201,465
0,000135698	66666,667
0,00013634	65689,866
0,000136501	64224,664
0,000136822	64713,065
0,000137143	62759,463
0,000137624	64713,065
0,000138106	63736,264
0,00013923	64713,065
0,000138748	64713,065
0,00013939	63736,264
0,000139711	63247,863
0,000140032	63736,264
0,000140193	63247,863
0,000140674	62271,062
0,000141156	63736,264
0,000141316	62759,463
0,000141958	61782,662
0,000142279	61782,662
0,0001426	62759,463
0,000142922	62271,062
0,000143403	60805,861
0,000144045	61294,261
0,000144687	61294,261
0,00014549	61294,261
0,000145811	60805,861
0,000146132	60805,861
0,000146453	59829,06
0,000146774	60317,46
0,000147095	59829,06
0,000147737	60805,861
0,000148058	59340,659
0,0001487	60805,861
0,00014854	59829,06
0,000148861	60805,861
0,000149182	60805,861
0,000149342	58852,259
0,000149824	60805,861
0,000149824	59340,659
0,000150626	58363,858
0,000151268	58852,259
0,000151429	58363,858
0,000151911	58363,858
0,000152392	57875,458
0,000152553	58852,259
0,000153034	57387,057
0,000153676	57387,057
0,000153837	57387,057
0,000154318	56410,256
0,000155121	56898,657
0,000155442	56898,657
0,000155763	55921,856
0,000156405	54945,055
0,000157047	55921,856
0,000157689	55921,856
0,000158171	55433,455
0,000158331	55433,455
0,000158813	55921,856
0,000159134	54456,654
0,000159294	54945,055
0,000159615	54945,055
0,000159936	54456,654
0,000160257	55433,455
0,000160578	55433,455
0,00016106	53968,254
0,000161542	52991,453
0,000161702	54945,055
0,000161542	54945,055
0,000161702	54945,055
0,000161542	54456,654
0,000161542	52503,053
0,000161702	54945,055
0,000162184	53479,853
0,000162505	53968,254
0,000163307	52991,453
0,000163789	54456,654
0,00016427	53479,853
0,000164431	52503,053
0,000165073	52503,053
0,000166036	52503,053
0,000166678	52991,453
0,00016732	52014,652
0,000168283	51526,252
0,000168765	50549,451
0,000169246	51526,252
0,000169246	51526,252
0,000169407	51037,851
0,000169567	51526,252
0,000169567	51526,252
0,000169888	52014,652
0,00017021	51037,851
0,00017021	51037,851
0,000171012	50061,05
0,000171654	52991,453
0,000171815	50061,05
0,000172296	50549,451
0,000172457	48595,849
0,000173099	50549,451
0,000173099	51037,851
0,00017342	50061,05
0,00017342	50061,05
0,000174062	51037,851
0,000174544	50549,451
0,000174865	50061,05
0,000174865	50549,451
0,000174865	50061,05
0,000175025	51037,851
0,000174865	48595,849
0,000175346	49572,65
0,000175828	49572,65
